Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Document Type,Publication Stage,Source,EID
"Sulistiyani T.R., Lisdiyanti P.",57203588009;6507829578;,Identification of endophytic bacteria from Curcuma Zedoaria based on protein profile using Maldi-Tof mass spectrometry,2018,Biotropia,25,2,,112,120,,1,10.11598/btb.2018.25.2.795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055908051&doi=10.11598%2fbtb.2018.25.2.795&partnerID=40&md5=46612912f295db3e4d43b1d62434774d,Curcuma zedoaria; Endophytic bacteria; Identification; MALDI-TOF MS,Article,Final,Scopus,2-s2.0-85055908051
"Mao H., Tao T., Wang X., Liu M., Song D., Liu X., Shi D.",57188760222;55570629600;57192891836;55790212900;55570335100;55368779700;19738425500;,Zedoarondiol attenuates endothelial cells injury induced by oxidized low-density lipoprotein via Nrf2 activation,2018,Cellular Physiology and Biochemistry,48,4,,1468,1479,,18,10.1159/000492257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052223580&doi=10.1159%2f000492257&partnerID=40&md5=f229bd0b3b735b05bc8879c0bb113e30,Endothelial cells; Inflammation; Nrf2; Oxidative stress; Zedoarondiol,Article,Final,Scopus,2-s2.0-85052223580
"Su M.-Q., Zhou Y.-R., Li C.-Q., Wang Z., Wang Y.-L., Shen B.-Y., Dou J.",57200637545;57199493901;57200324528;57145103000;57202685433;55667520700;8534274200;,Zedoary turmeric oil induces senescence and apoptosis in human colon cancer HCT116 cells,2018,Natural Product Communications,13,7,,907,910,,5,10.1177/1934578x1801300731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049008791&doi=10.1177%2f1934578x1801300731&partnerID=40&md5=f62d7b18c81e2645c9a230214ddddc44,Apoptosis; Colon cancer; Senescence; ZTO,Article,Final,Scopus,2-s2.0-85049008791
"Thaichinda S., Nararatwanchai T., Tancharoen S., Kanekura T., Higashi Y.",23567245700;55799807200;8357402700;35398569500;7202858948;,"A comparative study of the cytotoxic activities of three plants: Curcuma zedoaria, pinus maritima and curcuma xanthorrhiza on skin cancer A375 and HSC-5 cell lines",2018,"3rd International Conference on Digital Arts, Media and Technology, ICDAMT 2018",,,,301,304,,,10.1109/ICDAMT.2018.8376544,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049909917&doi=10.1109%2fICDAMT.2018.8376544&partnerID=40&md5=ccdff36113b636fa33a19b4dc7fabd51,Curcuma xanthorrrhiza; Curcuma zedoaria; Human Melanoma A375 cell line; Pinus maritima; Reactive oxygen species; Squamous cell carcinoma HSC-5 cell line,Conference Paper,Final,Scopus,2-s2.0-85049909917
"Chen J., Zhao X.-Q., Ma Y.-Q., Li L., Tan D.-F., Tao Y.-Y., Chen Z.-H., Tian Y.-B.",57202859387;57202856353;57202852541;56488638500;57202848356;57202856826;57205609021;57202858934;,Preparation and in vitro transdermal permeation of zedoary turmeric oil compound liposomes gel,2018,Chinese Journal of New Drugs,27,7,,830,838,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049604435&partnerID=40&md5=0efd56f617ba07d311479849482a8e07,In vitro percutaneous permeability; Liposome gel; Stability; Tretinoin; Zedoary turmeric oil,Article,Final,Scopus,2-s2.0-85049604435
"Gani S.S.A., Azahar N.F., Mokhtar N.F.",57210847487;57195987875;23492786100;,Response surface optimization of high antioxidative extraction from Curcuma zedoaria leaves,2018,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,43,1,,90,103,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047389091&partnerID=40&md5=4d55a73d844853fd5df40a67f52f191a,Antioxidant activity; BCB; Curcuma zedoaria leaves; DPPH; FRAP; RSM,Article,Final,Scopus,2-s2.0-85047389091
"Jung E.B., Trinh T.A., Lee T.K., Yamabe N., Kang K.S., Song J.H., Choi S., Lee S., Jang T.S., Kim K.H., Hwang G.S.",57188652656;57197719134;57192921301;8147992000;8963300800;55260995100;57197723527;56822660000;7102426026;56341223100;7202676061;,Curcuzedoalide contributes to the cytotoxicity of Curcuma zedoaria rhizomes against human gastric cancer AGS cells through induction of apoptosis,2018,Journal of Ethnopharmacology,213,,,48,55,,21,10.1016/j.jep.2017.10.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034016198&doi=10.1016%2fj.jep.2017.10.025&partnerID=40&md5=2114970d3917ca1fe062006df6b2fdcd,AGS cell line; Curcuma zedoaria; Curcuzedoalide; Gastric cancer,Article,Final,Scopus,2-s2.0-85034016198
"Han J.W., Shim S.H., Jang K.S., Choi Y.H., Dang Q.L., Kim H., Choi G.J.",7406439668;7202796128;10044658900;12764231500;36242207100;55867584700;7202652529;,In vivo assessment of plant extracts for control of plant diseases: A sesquiterpene ketolactone isolated from Curcuma zedoaria suppresses wheat leaf rust,2018,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",53,2,,135,140,,7,10.1080/03601234.2017.1397448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035146029&doi=10.1080%2f03601234.2017.1397448&partnerID=40&md5=bfbe13f1baac7c50ae862c80f7d65311,Curcuma zedoaria; in vivo antifungal activity; Plant extracts; sesquiterpene ketolactone; wheat leaf rust,Article,Final,Scopus,2-s2.0-85035146029
"Subuki I., Saidin S.H., Hisan N.N.M.",35070452800;56938621600;57215918428;,Optimisation of SC-CO2 Extraction of curcuma zedoaria by Response Surface Methodology,2018,International Journal of Engineering and Technology(UAE),7,3,,84,88,,2,10.14419/ijet.v7i3.11.15935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077569659&doi=10.14419%2fijet.v7i3.11.15935&partnerID=40&md5=e15d11d54a3d6c3d7871142d0761c1e2,Curcuma zedoaria; Curzerene; Oil yield; RSM; SFE,Article,Final,Scopus,2-s2.0-85077569659
"Lan T.T.P., Huy N.D., Luong N.N., Nghi N.V., Tan T.H., Quan L.V., Loc N.H.",57194009644;51261108100;57195502686;57205244300;57205242521;57205245731;6602129044;,Identification and characterization of genes in the curcuminoid pathway of curcuma Zedoaria roscoe,2018,Current Pharmaceutical Biotechnology,19,10,,839,846,,5,10.2174/1389201019666181008112244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059265362&doi=10.2174%2f1389201019666181008112244&partnerID=40&md5=018cb6b6fb559794e3da168d4753e97d,Callus; Curcuma zedoaria; Curcumin; Curcumin synthase genes; Curcuminoid metabolic pathway; Diketide-CoA synthase gene,Letter,Final,Scopus,2-s2.0-85059265362
"Khansooz M., Abedi B.",57202813531;56151754000;,The acute effect of supplementation jdvar (zedoary) and a single bout of exhaustive exercise on some indices of muscle damage 192 men's handball,2018,Journal of Medicinal Plants,17,66,,27,37,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049420217&partnerID=40&md5=9ed76839f7b250b1266839b67c0717c2,Creatine Kinase; Increasing activity exhaustive; Jadvar; Lactate dehydrogenase,Article,Final,Scopus,2-s2.0-85049420217
"Widayati E., Chodidjah, Nasihun T.",57194189100;57195316625;57195318576;,Effect of thyponium flageliforme in combination with curcuma zedoaria and phyllanthus niruri in expression of protein estrogen receptor and caspase-9 on breast cancer mice,2018,Journal of Natural Remedies,18,1,,21,28,,,10.18311/jnr/2018/8539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046744835&doi=10.18311%2fjnr%2f2018%2f8539&partnerID=40&md5=82cee698f189787672cc21808d00a283,Breast cancer; Caspase9; Combination of herbal extracts; Estrogen receptors,Article,Final,Scopus,2-s2.0-85046744835
"Desmiaty Y., Winarti W., Nursih A.M., Nisrina H., Finotory G.",57201013362;57201013388;57201005425;57201005870;57201012077;,Antioxidant and antielastase activity of kaempferia rotunda and curcuma zedoaria,2018,Research Journal of Chemistry and Environment,22,Special Issue 1,,95,98,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042856041&partnerID=40&md5=39242b19b0adf8139e7d80f63592d1d3,Antioxidant; Curcuma zedoaria (Christm.) roscoe; Inhibitor elastase; Kaempferia rotunda L.,Conference Paper,Final,Scopus,2-s2.0-85042856041
"Ji S., Fattahi A., Raffel N., Hoffmann I., Beckmann M.W., Dittrich R., Schrauder M.",57197842493;55361040200;57197843196;7005571387;55581184800;24480834700;55920718900;,"Antioxidant effect of aqueous extract of four plants with therapeutic potential on gynecological diseases; Semen persicae, Leonurus cardiaca, Hedyotis diffusa, and Curcuma zedoaria",2017,European Journal of Medical Research,22,1,50,,,,13,10.1186/s40001-017-0293-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035235153&doi=10.1186%2fs40001-017-0293-6&partnerID=40&md5=3d5228940afeb232724709840f1a4c54,Antioxidants; Curcuma zedoaria; Hedyotis diffusa; Herbal medicine; Leonurus cardiac; Semen persicae,Article,Final,Scopus,2-s2.0-85035235153
"Azahar N.F., Gani S.S.A., Mohd Mokhtar N.F.",57195987875;57210847487;23492786100;,Optimization of phenolics and flavonoids extraction conditions of Curcuma Zedoaria leaves using response surface methodology,2017,Chemistry Central Journal,11,1,96,,,,36,10.1186/s13065-017-0324-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030714400&doi=10.1186%2fs13065-017-0324-y&partnerID=40&md5=653fcdb4ddf6d54437abcf940f725244,Antioxidant activity; Curcuma zedoaria; Flavonoids; Phenolic; Response surface methodology,Article,Final,Scopus,2-s2.0-85030714400
"Cui Y., Zhao F., Liu J., Wang X., Du J., Shi D., Chen K.",57190739868;23471559100;36079056900;55885567700;36543580400;19738425500;24754798100;,Zedoary Guaiane-Type Sesquiterpenes-Eluting Stents Accelerate Endothelial Healing Without Neointimal Hyperplasia in a Porcine Coronary Artery Model,2017,Journal of Cardiovascular Pharmacology and Therapeutics,22,5,,476,484,,1,10.1177/1074248417696819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027416206&doi=10.1177%2f1074248417696819&partnerID=40&md5=8873c5c2d8a1b942363f07e2dffdef6d,neointimal hyperplasia; reendothelialization; stents; zedoary guaiane-type sesquiterpenes,Article,Final,Scopus,2-s2.0-85027416206
"Xu Q.-Q., Zhang H.-N., Lin J.-J., Shao X.-Y., Zhang N.-S.",57191075267;57192488535;57204425400;57204430206;57191074248;,Preparation of zedoary turmeric oil microcapsule by spray drying method [喷雾干燥法制备莪术油微囊研究],2017,Chinese Traditional and Herbal Drugs,48,15,,3071,3076,,2,10.7501/j.issn.0253-2670.2017.15.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055586363&doi=10.7501%2fj.issn.0253-2670.2017.15.009&partnerID=40&md5=b0e6163891c3d93de832f0e0e38c6b59,Embedding rate; Microcapsule; Single factor experiment; Spray drying; Zedoary turmeric oil,Article,Final,Scopus,2-s2.0-85055586363
"Syamsir D.R., Sivasothy Y., Hazni H., Abdul Malek S.N., Nagoor N.H., Ibrahim H., Awang K.",24825472500;35096760700;25929969100;25639551300;36716677500;7102187560;13604739100;,Chemical Constituents and Evaluation of Cytotoxic Activities of Curcuma zedoaria (Christm.) Roscoe Oils from Malaysia and Indonesia,2017,Journal of Essential Oil-Bearing Plants,20,4,,972,982,,3,10.1080/0972060X.2017.1362997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028554398&doi=10.1080%2f0972060X.2017.1362997&partnerID=40&md5=c5407f60467c72fa9e5691e89f1abe48,Curcuma zedoaria (Christm.) Roscoe; cytotoxic effects; essential oil; MTT assay,Article,Final,Scopus,2-s2.0-85028554398
"Khaing S.L., Omar S.Z., Looi C.Y., Arya A., Mohebali N., Mohd M.A.",24070863800;7101978017;12807257200;55089467500;56748064600;7101901676;,Identification of active extracts of curcuma zedoaria and their real- time cytotoxic activities on ovarian cancer cells and huvec cells,2017,Biomedical Research (India),28,21,,9182,9187,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041829395&partnerID=40&md5=080b2ecc175f7c2715c5ebccc08b9c29,C.Zedoaria; CaOV3 cells; Cytotoxicity; HUVEC cells; Myanmar medicinal plant; Ovarian cancer; SKOV3 cells,Article,Final,Scopus,2-s2.0-85041829395
"Chodidjah, Widayati E., Nasihun T.",57195316625;57194189100;57195318576;,"Treatment of thyponium flageliforme in combination with Curcuma Zedoaria, and phyllanthus niruri synergistically enhances apoptotic and anti-proliferative effect on breast cancer",2017,Journal of Natural Remedies,17,1,,1,8,,3,10.18311/jnr/2017/8448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027064692&doi=10.18311%2fjnr%2f2017%2f8448&partnerID=40&md5=c86e9d52d68544dde5c20e8a8756953e,Apoptosis; Breast cancer; Thyponium flageliforme; Tumor volume,Article,Final,Scopus,2-s2.0-85027064692
"Syahid S.F., Heryanto R.",57193059997;57193061852;,Short communication: Morpho-agronomic characteristics of twelve accessions of white turmeric (Curcuma zedoaria) germplasm,2017,Biodiversitas,18,1,,269,274,,3,10.13057/biodiv/d180135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010427112&doi=10.13057%2fbiodiv%2fd180135&partnerID=40&md5=e553c40176f4a1f63544950c10b26b97,Curcuma zedoaria; Growth; Morphological characters; Yield; Zingiberaceae,Article,Final,Scopus,2-s2.0-85010427112
"Mao H., Tao T., Song D., Liu M., Wang X., Liu X., Shi D.",57188760222;55570629600;55570335100;55790212900;57192891836;55368779700;19738425500;,Zedoarondiol Inhibits Platelet-Derived Growth Factor-Induced Vascular Smooth Muscle Cells Proliferation via Regulating AMP-Activated Protein Kinase Signaling Pathway,2016,Cellular Physiology and Biochemistry,40,6,,1506,1520,,9,10.1159/000453201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008622648&doi=10.1159%2f000453201&partnerID=40&md5=c2fa77b09396ab138be3f15a0855bf5d,AMP-activated protein kinase; Proliferation; Vascular smooth muscle cell; Zedoarondiol,Article,Final,Scopus,2-s2.0-85008622648
"Song T., Sun R.",57191408359;57225963069;,Pharmacodynamics study of zedoary turmeric oil chitosan microspheres administered via arterial embolization,2016,"Artificial Cells, Nanomedicine and Biotechnology",44,8,,1958,1963,,5,10.3109/21691401.2015.1115411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989925717&doi=10.3109%2f21691401.2015.1115411&partnerID=40&md5=feb428692c99d6f189c68d9c711f6dc3,Animal model; histopathology; microspheres; pharmacodynamics; zedoary turmeric oil,Article,Final,Scopus,2-s2.0-84989925717
"Chen J.-J., Tsai T.-H., Liao H.-R., Chen L.-C., Kuo Y.-H., Sung P.-J., Chen C.-L., Wei C.-S.",7501897372;57191663929;57154942400;56382748300;45661438300;57223649231;7501964448;57191666417;,New sesquiterpenoids and Anti-Platelet aggregation constituents from the rhizomes of curcuma zedoaria,2016,Molecules,21,10,1385,,,,18,10.3390/molecules21101385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992388811&doi=10.3390%2fmolecules21101385&partnerID=40&md5=b279a5987864fffd769548179df03bc4,Anti-platelet aggregation; Curcuma zedoaria; Rhizomes; Sesquiterpenoids; Zingiberaceae,Article,Final,Scopus,2-s2.0-84992388811
"Senathilake K.S., Karunanayake E.H., Samarakoon S.R., Tennekoon K.H., de Silva E.D.",57189348079;7004625243;36844801500;6603885365;6603892714;,Rhizome extracts of Curcuma zedoaria Rosc induce caspase dependant apoptosis via generation of reactive oxygen species in filarial parasite Setaria digitata in vitro,2016,Experimental Parasitology,167,,,50,60,,4,10.1016/j.exppara.2016.05.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969695699&doi=10.1016%2fj.exppara.2016.05.002&partnerID=40&md5=5d76896b8ce400f76753ca5c79e87be9,Anthelmintic; Curcuma; Elephantiasis; Filariasis; Microfilaria; Parasite; Setaria nematode,Article,Final,Scopus,2-s2.0-84969695699
"Tungcharoen P., Sudsai T., Leejae S., Wattanapiromsakul C., Tansakul P., Tewtrakul S.",25936877800;26031197900;55313657900;9278387800;14623412400;6507898316;,Wound healing activity of Curcuma zedoaroides,2016,Songklanakarin Journal of Science and Technology,38,6,,621,630,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008234676&partnerID=40&md5=cc2db22fde00971f628b1669e44c8b77,Anti-inflammation; Curcuma zedoaroides; Wound healing effect,Article,Final,Scopus,2-s2.0-85008234676
"Tariq S., Imran M., Mushtaq Z., Asghar N.",57192708935;57217535524;36728103000;56971253300;,Phytopreventive antihypercholesterolmic and antilipidemic perspectives of zedoary (Curcuma Zedoaria Roscoe.) herbal tea,2016,Lipids in Health and Disease,15,1,39,,,,18,10.1186/s12944-016-0210-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007589292&doi=10.1186%2fs12944-016-0210-y&partnerID=40&md5=f33003d53442a2bc58722fa9d7f36ffd,Curcuma zedoaria; DPPH; Herbal tea; Hypercholesterolemia; Hyperlipidemia; TPC; Water extract,Review,Final,Scopus,2-s2.0-85007589292
"Mao H.-M., Liu J.-G., Zhao F.-H., Shi D.-Z., Liu X.-H.",57188760222;36079056900;23471559100;19738425500;55368779700;,Research progress on curcuma zedoary extracts inhibiting vascular smooth muscle cell proliferation in pathological process of in-stent restenosis,2016,Chinese Pharmacological Bulletin,32,1,,19,22,,1,10.3969/j.issn.1001-1978.2016.01.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968752821&doi=10.3969%2fj.issn.1001-1978.2016.01.005&partnerID=40&md5=7bb8c2376b02a73f09f0371fc71cac40,Curcuma zedoary; Curcumin; In-stent restenosis; Molecular mechanisms; Proliferation; Vascular smooth muscle cell,Article,Final,Scopus,2-s2.0-84968752821
"Hadisaputri Y.E., Miyazaki T., Suzuki S., Kubo N., Zuhrotun A., Yokobori T., Abdulah R., Yazawa S., Kuwano H.",51863581900;7404107206;57206081923;26022524200;56568476700;36883173700;9244834900;7004989088;35376505200;,Molecular characterization of antitumor effects of the rhizome extract from Curcuma zedoaria on human esophageal carcinoma cells,2015,International Journal of Oncology,47,6,,2255,2263,,11,10.3892/ijo.2015.3199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982740760&doi=10.3892%2fijo.2015.3199&partnerID=40&md5=b448af6d0d368b44403ee0fb6aae9aa5,Akt/mTOR; Angiogenesis; Antitumor effects; Apoptosis; Caspase; Curcuma zedoaria; Esophageal cancer,Article,Final,Scopus,2-s2.0-84982740760
"Ajitomi A., Inoue Y., Horita M., Nakaho K.",56624418900;54779827900;7005834820;6506671996;,"Bacterial wilt of three Curcuma species, C. longa (turmeric), C. aromatica (wild turmeric) and C. zedoaria (zedoary) caused by Ralstonia solanacearum in Japan",2015,Journal of General Plant Pathology,81,4,,315,319,,5,10.1007/s10327-015-0596-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937514363&doi=10.1007%2fs10327-015-0596-9&partnerID=40&md5=3e8ef5ed17751687dc61b0fa263e5bf8,Bacterial wilt; Ralstonia solanacearum; Turmeric; Wild turmeric; Zedoary,Article,Final,Scopus,2-s2.0-84937514363
"Nurdin E., Susanty H.",55662246700;56717747300;,"Effect of curcuma zedoaria, curcuma mangga and cuminum cyminum on rumen ecology and pb profile in the rumen of mastitis dairy cows (in vitro)",2015,Pakistan Journal of Biological Sciences,18,3,,146,148,,1,10.3923/pjbs.2015.146.148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936882082&doi=10.3923%2fpjbs.2015.146.148&partnerID=40&md5=a65df47a222ccd013c4a07c592356499,Cuminum cyminum; Curcuma mangga; Curcuma zedoaria; In vitro; Mastitis; Pb,Article,Final,Scopus,2-s2.0-84936882082
